[child1:4740] [0] ioctl(fd=259, cmd=0x40080925, arg=0x24010000) = -1 (Bad address)
[child1:4740] [1875] ioctl(fd=259, cmd=0xc01c0934, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1876] ioctl(fd=259, cmd=0x40040914, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1877] ioctl(fd=259, cmd=0xc0080911, arg=0xffbb6a3e) = -1 (Bad address)
[child1:4740] [1878] ioctl(fd=259, cmd=0xc0140910, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1879] ioctl(fd=259, cmd=0xc0280936, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1880] ioctl(fd=259, cmd=0xc0140910, arg=0x8f9678a2) = -1 (Bad address)
[child1:4740] [1881] ioctl(fd=259, cmd=0x40080906, arg=0xfece7f98) = -1 (Bad address)
[child1:4740] [1882] ioctl(fd=259, cmd=0xc00c092f, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1883] ioctl(fd=259, cmd=0x40100939, arg=0x9bcd2000) = -1 (Bad address)
[child1:4740] [1884] ioctl(fd=259, cmd=0x40140931, arg=0xb6c5e000) = -1 (Invalid argument)
[child1:4740] [1885] ioctl(fd=259, cmd=0x400c0907, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1886] ioctl(fd=259, cmd=0x400c0932, arg=0xb3b5e000) = -1 (Invalid argument)
[child1:4740] [1887] ioctl(fd=259, cmd=0xc018093a, arg=0xb6e60000) = 0
[child1:4740] [1888] ioctl(fd=259, cmd=0x40040914, arg=0xc0000000) = -1 (Bad address)
[child1:4740] [1889] ioctl(fd=259, cmd=0x40140931, arg=0xb655e000) = -1 (Invalid argument)
[child1:4740] [1890] ioctl(fd=259, cmd=0x40100939, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1891] ioctl(fd=259, cmd=0x40200931, arg=0x29961554) = -1 (Bad address)
[child1:4740] [1892] ioctl(fd=259, cmd=0xc0100920, arg=0x80000000) = -1 (Bad address)
[child1:4740] [1893] ioctl(fd=259, cmd=0xc0140933, arg=0xb4f5e000) = -1 (Invalid argument)
[child1:4740] [1894] ioctl(fd=259, cmd=0xc0140910, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1895] ioctl(fd=259, cmd=0x400c0912, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1896] ioctl(fd=259, cmd=0xc0080913, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1897] ioctl(fd=259, cmd=0xc018093a, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1898] ioctl(fd=259, cmd=0xc00c0923, arg=0xffbef000) = -1 (Bad address)
[child1:4740] [1899] ioctl(fd=259, cmd=0x400c092e, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1900] ioctl(fd=259, cmd=0xc0140933, arg=0xb6d5e000) = -1 (Invalid argument)
[child1:4740] [1901] ioctl(fd=259, cmd=0x403c0922, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1902] ioctl(fd=259, cmd=0xc00c0923, arg=0xf0000005) = -1 (Bad address)
[child1:4740] [1903] ioctl(fd=259, cmd=0xc0140938, arg=0xb655e000) = -1 (Invalid argument)
[child1:4740] [1904] ioctl(fd=259, cmd=0x40080925, arg=0x240093de) = -1 (Bad address)
[child1:4740] [1905] ioctl(fd=259, cmd=0xc01c0934, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1906] ioctl(fd=259, cmd=0xc00c0902, arg=0xb3b5e000) = -1 (Invalid argument)
[child1:4740] [1907] ioctl(fd=259, cmd=0x40100917, arg=0x45411840) = -1 (Bad address)
[child1:4740] [1908] ioctl(fd=259, cmd=0x40100939, arg=0xa000bdf7) = -1 (Bad address)
[child1:4740] [1909] ioctl(fd=259, cmd=0x40100930, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1910] ioctl(fd=259, cmd=0xc0140938, arg=0xb5d5e000) = 0
[child1:4740] [1911] ioctl(fd=259, cmd=0xc0100920, arg=0xffffffff) = -1 (Bad address)
[child1:4740] [1912] ioctl(fd=259, cmd=0xc0080913, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1913] ioctl(fd=259, cmd=0x40100939, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1914] ioctl(fd=259, cmd=0x400c0912, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1915] ioctl(fd=259, cmd=0x40200931, arg=0xff181818) = -1 (Bad address)
[child1:4740] [1916] ioctl(fd=259, cmd=0x6b08, arg=0xb615e000) = -1 (Not a typewriter)
[child1:4740] [1917] ioctl(fd=259, cmd=0xc01c0915, arg=0xb5d5e000) = -1 (Operation not permitted)
[child1:4740] [1918] ioctl(fd=259, cmd=0xc0140910, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1919] ioctl(fd=259, cmd=0xc0080913, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1920] ioctl(fd=259, cmd=0x40040914, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1921] ioctl(fd=259, cmd=0xc00c0923, arg=0xb6b5e000) = -1 (Not a typewriter)
[child1:4740] [1922] ioctl(fd=259, cmd=0x40100917, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1923] ioctl(fd=259, cmd=0xc010093b, arg=0xb695e000) = -1 (Bad address)
[child1:4740] [1924] ioctl(fd=259, cmd=0xc018093a, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1925] ioctl(fd=259, cmd=0x40040924, arg=0xd0d116a2) = -1 (Bad address)
[child1:4740] [1926] ioctl(fd=259, cmd=0xc00c0902, arg=0xb695e000) = -1 (Invalid argument)
[child1:4740] [1927] ioctl(fd=259, cmd=0x400c0912, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1928] ioctl(fd=259, cmd=0x403c0922, arg=0xbffff000) = -1 (Bad address)
[child1:4740] [1929] ioctl(fd=259, cmd=0x40140937, arg=0x6b6b) = -1 (Bad address)
[child1:4740] [1930] ioctl(fd=259, cmd=0xc01c0915, arg=0xb615e000) = -1 (Operation not permitted)
[child1:4740] [1931] ioctl(fd=259, cmd=0xc018093a, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1932] ioctl(fd=259, cmd=0xc0080913, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1933] ioctl(fd=259, cmd=0x40080925, arg=0xb6e5e000) = -1 (Invalid argument)
[child1:4740] [1934] ioctl(fd=259, cmd=0xc0140933, arg=0xd1008018) = -1 (Bad address)
[child1:4740] [1935] ioctl(fd=259, cmd=0x400c0907, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1936] ioctl(fd=259, cmd=0x40140937, arg=0xb615e000) = -1 (Invalid argument)
[child1:4740] [1937] ioctl(fd=259, cmd=0xc00c092f, arg=0xb5d5e000) = -1 (Invalid argument)
[child1:4740] [1938] ioctl(fd=259, cmd=0x40200931, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1939] ioctl(fd=259, cmd=0x40080925, arg=0xb455e000) = -1 (Invalid argument)
[child1:4740] [1940] ioctl(fd=259, cmd=0xc0280936, arg=0xffffffd1) = -1 (Bad address)
[child1:4740] [1941] ioctl(fd=259, cmd=0x40040914, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1942] ioctl(fd=259, cmd=0x40080906, arg=0xb5d5e000) = 0
[child1:4740] [1943] ioctl(fd=259, cmd=0x80080911, arg=0xb455e000) = 0
[child1:4740] [1944] ioctl(fd=259, cmd=0xc0080911, arg=0xb655e000) = 0
[child1:4740] [1945] ioctl(fd=259, cmd=0x40040914, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1946] ioctl(fd=259, cmd=0xc00c092f, arg=0xb6e5e000) = -1 (Invalid argument)
[child1:4740] [1947] ioctl(fd=259, cmd=0x800c0912, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1948] ioctl(fd=259, cmd=0x80080911, arg=0xb615e000) = 0
[child1:4740] [1949] ioctl(fd=259, cmd=0xc0100920, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1950] ioctl(fd=259, cmd=0x400c0907, arg=0xb6e60000) = -1 (Invalid argument)
[child1:4740] [1951] ioctl(fd=259, cmd=1995, arg=0xb5d5e000) = -1 (Not a typewriter)
[child1:4740] [1952] ioctl(fd=259, cmd=0xc0080913, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1953] ioctl(fd=259, cmd=0x80080911, arg=0xb595e000) = 0
[child1:4740] [1954] ioctl(fd=259, cmd=0xc01c0934, arg=0xb6e60000) = -1 (Invalid argument)
[child1:4740] [1955] ioctl(fd=259, cmd=0, arg=0xb6e60000) = -1 (Not a typewriter)
[child1:4740] [1956] ioctl(fd=259, cmd=0xc01c0934, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1957] ioctl(fd=259, cmd=0xc00c0923, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1958] ioctl(fd=259, cmd=0x40100939, arg=0x88009494) = -1 (Bad address)
[child1:4740] [1959] ioctl(fd=259, cmd=0x400c0912, arg=0x81000800) = -1 (Bad address)
[child1:4740] [1960] ioctl(fd=259, cmd=0x40100930, arg=0xffff8080) = -1 (Bad address)
[child1:4740] [1961] ioctl(fd=259, cmd=0x400c092e, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1962] ioctl(fd=259, cmd=0x40080925, arg=0x45000076) = -1 (Bad address)
[child1:4740] [1963] ioctl(fd=259, cmd=0xc00c0923, arg=0xf1022421) = -1 (Bad address)
[child1:4740] [1964] ioctl(fd=259, cmd=0xc0140938, arg=0x9788403b) = -1 (Bad address)
[child1:4740] [1965] ioctl(fd=259, cmd=0x400c0912, arg=0xb5d5e000) = -1 (Invalid argument)
[child1:4740] [1966] ioctl(fd=259, cmd=0xc0080913, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1967] ioctl(fd=259, cmd=0x40040914, arg=0x100) = -1 (Bad address)
[child1:4740] [1968] ioctl(fd=259, cmd=0xc00c0916, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1969] ioctl(fd=259, cmd=0xc00c0923, arg=0x807b7bdb) = -1 (Bad address)
[child1:4740] [1970] ioctl(fd=259, cmd=0x400c0912, arg=0xf2e6f456) = -1 (Bad address)
[child1:4740] [1971] ioctl(fd=259, cmd=0x800c0912, arg=0xb595e000) = -1 (Invalid argument)
[child1:4740] [1972] ioctl(fd=259, cmd=0xc00c0923, arg=0x80000002) = -1 (Bad address)
[child1:4740] [1973] ioctl(fd=259, cmd=0xc01c0915, arg=0xb615e000) = -1 (Operation not permitted)
[child1:4740] [1974] ioctl(fd=259, cmd=0x40080925, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1975] ioctl(fd=259, cmd=0xc01c0934, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1976] ioctl(fd=259, cmd=0, arg=0xb4f5e000) = -1 (Not a typewriter)
[child1:4740] [1977] ioctl(fd=259, cmd=0x800c0912, arg=0xb6e60000) = -1 (Invalid argument)
[child1:4740] [1978] ioctl(fd=259, cmd=0xc01c0915, arg=0xd8000002) = -1 (Bad address)
[child1:4740] [1979] ioctl(fd=259, cmd=0xc0100920, arg=0xb655e000) = -1 (Operation not permitted)
[child1:4740] [1980] ioctl(fd=259, cmd=0xc00c0902, arg=0xb455e000) = -1 (Invalid argument)
[child1:4740] [1981] ioctl(fd=259, cmd=0x40100939, arg=0xd0002aa8) = -1 (Bad address)
[child1:4740] [1982] ioctl(fd=259, cmd=0xc0080913, arg=0xb695e000) = 0
[child1:4740] [1983] ioctl(fd=259, cmd=0x400c0932, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1984] ioctl(fd=259, cmd=0xc0140910, arg=0xdad688c3) = -1 (Bad address)
[child1:4740] [1985] ioctl(fd=259, cmd=0, arg=0xeafe) = -1 (Not a typewriter)
[child1:4740] [1986] ioctl(fd=259, cmd=0xc010093b, arg=0xffffffea) = -1 (Bad address)
[child1:4740] [1987] ioctl(fd=259, cmd=0xc00c0923, arg=0xb6e62000) = -1 (Not a typewriter)
[child1:4740] [1988] ioctl(fd=259, cmd=0xc00c0902, arg=0xffffefee) = -1 (Bad address)
[child1:4740] [1989] ioctl(fd=259, cmd=0xc0140933, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1990] ioctl(fd=259, cmd=0xc00c092f, arg=0xb4f5e000) = -1 (Invalid argument)
[child1:4740] [1991] ioctl(fd=259, cmd=0x40080906, arg=0xb6e60000) = 0
[child1:4740] [1992] ioctl(fd=259, cmd=0x40100930, arg=0xff29583d) = -1 (Bad address)
[child1:4740] [1993] ioctl(fd=259, cmd=0x400c0912, arg=0xb655e000) = -1 (Invalid argument)
[child1:4740] [1994] ioctl(fd=259, cmd=0xc018093a, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1995] ioctl(fd=259, cmd=0xc0140938, arg=0xb3b5e000) = -1 (Device or resource busy)
[child1:4740] [1996] ioctl(fd=259, cmd=0x40140937, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1997] ioctl(fd=259, cmd=0xc0140933, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1998] ioctl(fd=259, cmd=0xc0140910, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [1999] ioctl(fd=259, cmd=0xc0140938, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2000] ioctl(fd=259, cmd=0xc0080911, arg=0xdfbd3fff) = -1 (Bad address)
[child1:4740] [2001] ioctl(fd=259, cmd=0xc0280936, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2002] ioctl(fd=259, cmd=0xc0140933, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2003] ioctl(fd=259, cmd=0x40200931, arg=0xffff7fff) = -1 (Bad address)
[child1:4740] [2004] ioctl(fd=259, cmd=0x403c0922, arg=0xb3b5e000) = -1 (Not a typewriter)
[child1:4740] [2005] ioctl(fd=259, cmd=0x400c0907, arg=0x84000000) = -1 (Bad address)
[child1:4740] [2006] ioctl(fd=259, cmd=0xc0280936, arg=0xe5d21e6) = -1 (Bad address)
[child1:4740] [2007] ioctl(fd=259, cmd=0xc00c092f, arg=0xff2141) = -1 (Out of memory)
[child1:4740] [2008] ioctl(fd=259, cmd=0x400c0932, arg=0xb655e000) = -1 (Invalid argument)
[child1:4740] [2009] ioctl(fd=259, cmd=0x40140931, arg=0xb6c5e000) = -1 (Invalid argument)
[child1:4740] [2010] ioctl(fd=259, cmd=0xc0080911, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2011] ioctl(fd=259, cmd=0x40200931, arg=0xb6e5e000) = 0
[child1:4740] [2012] ioctl(fd=259, cmd=0x40080925, arg=0xb5d5e000) = -1 (Invalid argument)
[child1:4740] [2013] ioctl(fd=259, cmd=0xc0080911, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2014] ioctl(fd=259, cmd=0x40140937, arg=0xb595e000) = -1 (Invalid argument)
[child1:4740] [2015] ioctl(fd=259, cmd=0xc00c092f, arg=0xb6e60000) = -1 (Invalid argument)
[child1:4740] [2016] ioctl(fd=259, cmd=0x40140931, arg=0xb6e62000) = -1 (Invalid argument)
[child1:4740] [2017] ioctl(fd=259, cmd=0x403c0922, arg=0x35397f99) = -1 (Bad address)
[child1:4740] [2018] ioctl(fd=259, cmd=0xc00c092f, arg=0xb3b5e000) = -1 (Invalid argument)
[child1:4740] [2019] ioctl(fd=259, cmd=0x40100930, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2020] ioctl(fd=259, cmd=0xc010093b, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2021] ioctl(fd=259, cmd=0x800c0912, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2022] ioctl(fd=259, cmd=0xc0140910, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2023] ioctl(fd=259, cmd=0x40080925, arg=0xb4f5e000) = -1 (Invalid argument)
[child1:4740] [2024] ioctl(fd=259, cmd=0x80080911, arg=0x79dbfcf3) = -1 (Bad address)
[child1:4740] [2025] ioctl(fd=259, cmd=0xc01c0915, arg=0xb6e5e000) = -1 (Invalid argument)
[child1:4740] [2026] ioctl(fd=259, cmd=0x403c0922, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2027] ioctl(fd=259, cmd=0xc0080911, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2028] ioctl(fd=259, cmd=0xc0100920, arg=0xbbb9b9b9) = -1 (Bad address)
[child1:4740] [2029] ioctl(fd=259, cmd=0x40140931, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2030] ioctl(fd=259, cmd=0xc0080911, arg=0xb6d5e000) = 0
[child1:4740] [2031] ioctl(fd=259, cmd=0xc0140938, arg=0xb4f5e000) = -1 (Invalid argument)
[child1:4740] [2032] ioctl(fd=259, cmd=0xc0080913, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2033] ioctl(fd=259, cmd=0xc0080911, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2034] ioctl(fd=259, cmd=0x40100930, arg=0xb675e000) = -1 (Invalid argument)
[child1:4740] [2035] ioctl(fd=259, cmd=0x40140937, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2036] ioctl(fd=259, cmd=0x40080906, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2037] ioctl(fd=259, cmd=0x403c0922, arg=0xff91b9bf) = -1 (Bad address)
[child1:4740] [2038] ioctl(fd=259, cmd=0xc018093a, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2039] ioctl(fd=259, cmd=0x400c0912, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2040] ioctl(fd=259, cmd=0x40100917, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2041] ioctl(fd=259, cmd=0xc00c092f, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2042] ioctl(fd=259, cmd=0xc0100920, arg=0xffe63b9f) = -1 (Bad address)
[child1:4740] [2043] ioctl(fd=259, cmd=0x400c092e, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2044] ioctl(fd=259, cmd=0x800c0912, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2045] ioctl(fd=259, cmd=0xc01c0915, arg=0xb6c5e000) = -1 (Invalid argument)
[child1:4740] [2046] ioctl(fd=259, cmd=0x40200931, arg=0xb695e000) = 0
[child1:4740] [2047] ioctl(fd=259, cmd=0xc00c0923, arg=0xff04cc0a) = -1 (Bad address)
[child1:4740] [2048] ioctl(fd=259, cmd=0xc00c0916, arg=0xb6e60000) = -1 (Invalid argument)
[child1:4740] [2049] ioctl(fd=259, cmd=0x40140937, arg=0xb6c5e000) = -1 (Invalid argument)
[child1:4740] [2050] ioctl(fd=259, cmd=0xc0140910, arg=0xffffffff) = -1 (Bad address)
[child1:4740] [2051] ioctl(fd=259, cmd=0x40140937, arg=0x912018c4) = -1 (Bad address)
[child1:4740] [2052] ioctl(fd=259, cmd=0xc00c0923, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2053] ioctl(fd=259, cmd=0x400c092e, arg=0xb6e5e000) = -1 (Not a typewriter)
[child1:4740] [2054] ioctl(fd=259, cmd=0x80080911, arg=0xb6e5e000) = 0
[child1:4740] [2055] ioctl(fd=259, cmd=0x40040924, arg=0xb3b5e000) = -1 (Invalid argument)
[child1:4740] [2056] ioctl(fd=259, cmd=0xc01c0934, arg=0x4000000) = -1 (Bad address)
[child1:4740] [2057] ioctl(fd=259, cmd=0x403c0922, arg=0x546fcee3) = -1 (Bad address)
[child1:4740] [2058] ioctl(fd=259, cmd=0xc0140933, arg=0xbaeea096) = -1 (Bad address)
[child1:4740] [2059] ioctl(fd=259, cmd=0xc00c0916, arg=0xb6b5e000) = -1 (Invalid argument)
[child1:4740] [2060] ioctl(fd=259, cmd=0xc00c0923, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2061] ioctl(fd=259, cmd=0x800c0912, arg=0x310000ff) = -1 (Bad address)
[child1:4740] [2062] ioctl(fd=259, cmd=0xc01c0915, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2063] ioctl(fd=259, cmd=0xc01c0915, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2064] ioctl(fd=259, cmd=0x400c0912, arg=0xb595e000) = -1 (Invalid argument)
[child1:4740] [2065] ioctl(fd=259, cmd=0x40080906, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2066] ioctl(fd=259, cmd=0x80080911, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2067] ioctl(fd=259, cmd=0xc0140933, arg=0xb6e5e000) = -1 (Invalid argument)
[child1:4740] [2068] ioctl(fd=259, cmd=0xc010093b, arg=0xb6e62000) = -1 (Invalid argument)
[child1:4740] [2069] ioctl(fd=259, cmd=0xc0100920, arg=0x916f8d92) = -1 (Bad address)
[child1:4740] [2070] ioctl(fd=259, cmd=0x40140931, arg=0xb5d5e000) = -1 (Invalid argument)
[child1:4740] [2071] ioctl(fd=259, cmd=0x40040921, arg=0x99bf3cb5) = -1 (Bad address)
[child1:4740] [2072] ioctl(fd=259, cmd=0x40100917, arg=0xffff0002) = -1 (Bad address)
[child1:4740] [2073] ioctl(fd=259, cmd=0x40080925, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2074] ioctl(fd=259, cmd=0xc00c0902, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2075] ioctl(fd=259, cmd=0xc0080911, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2076] ioctl(fd=259, cmd=0x40100917, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2077] ioctl(fd=259, cmd=0x400c0907, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2078] ioctl(fd=259, cmd=0xc0080935, arg=0xb4f5e000) = -1 (Invalid argument)
[child1:4740] [2079] ioctl(fd=259, cmd=0x40200931, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2080] ioctl(fd=259, cmd=0x40100917, arg=0xffff0001) = -1 (Bad address)
[child1:4740] [2081] ioctl(fd=259, cmd=0xc018093a, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2082] ioctl(fd=259, cmd=0xc01c0934, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2083] ioctl(fd=259, cmd=0x40040914, arg=0xfbf2f2f2) = -1 (Bad address)
[child1:4740] [2084] ioctl(fd=259, cmd=0xc00c0923, arg=0xffffffff) = -1 (Bad address)
[child1:4740] [2085] ioctl(fd=259, cmd=0x40040914, arg=0xb6e5e000) = -1 (Invalid argument)
[child1:4740] [2086] ioctl(fd=259, cmd=0x800c0912, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2087] ioctl(fd=259, cmd=0x40100930, arg=0xffff24d3) = -1 (Bad address)
[child1:4740] [2088] ioctl(fd=259, cmd=0x400c0912, arg=0xb6e62000) = -1 (Invalid argument)
[child1:4740] [2089] ioctl(fd=259, cmd=0x40100917, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2090] ioctl(fd=259, cmd=0xc018093a, arg=0xb615e000) = 0
[child1:4740] [2091] ioctl(fd=259, cmd=0xc0080911, arg=0xb6c5e000) = 0
[child1:4740] [2092] ioctl(fd=259, cmd=0x400c0932, arg=0xb6c5e000) = -1 (Invalid argument)
[child1:4740] [2093] ioctl(fd=259, cmd=0xc018093a, arg=0xb655e000) = -1 (Invalid argument)
[child1:4740] [2094] ioctl(fd=259, cmd=0x400c0932, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2095] ioctl(fd=259, cmd=0x40100917, arg=0xdfffffff) = -1 (Bad address)
[child1:4740] [2096] ioctl(fd=259, cmd=0xc0140933, arg=0x30) = -1 (Bad address)
[child1:4740] [2097] ioctl(fd=259, cmd=0x40040914, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2098] ioctl(fd=259, cmd=0xc0080913, arg=0xffffffed) = -1 (Bad address)
[child1:4740] [2099] ioctl(fd=259, cmd=0x40080906, arg=0xffffffff) = -1 (Bad address)
[child1:4740] [2100] ioctl(fd=259, cmd=0xc0140910, arg=0xb655e000) = -1 (Invalid argument)
[child1:4740] [2101] ioctl(fd=259, cmd=0x400c0932, arg=0xfffff000) = -1 (Bad address)
[child1:4740] [2102] ioctl(fd=259, cmd=0xc0140910, arg=0xb595e000) = -1 (Invalid argument)
[child1:4740] [2103] ioctl(fd=259, cmd=0x400c0932, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2104] ioctl(fd=259, cmd=0xc018093a, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2105] ioctl(fd=259, cmd=0x40080906, arg=0xb6e60000) = 0
[child1:4740] [2106] ioctl(fd=259, cmd=0x40040914, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2107] ioctl(fd=259, cmd=0x40040924, arg=0x82fffffd) = -1 (Bad address)
[child1:4740] [2108] ioctl(fd=259, cmd=0xc018093a, arg=0xb455e000) = -1 (Invalid argument)
[child1:4740] [2109] ioctl(fd=259, cmd=0x40100917, arg=0xb455e000) = -1 (Invalid argument)
[child1:4740] [2110] ioctl(fd=259, cmd=0xc010093b, arg=0xffffff00) = -1 (Bad address)
[child1:4740] [2111] ioctl(fd=259, cmd=0xc01c0934, arg=0xffffff00) = -1 (Bad address)
[child1:4740] [2112] ioctl(fd=259, cmd=0xc0140938, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2113] ioctl(fd=259, cmd=0x40100939, arg=0x80000060) = -1 (Bad address)
[child1:4740] [2114] ioctl(fd=259, cmd=0xc0140938, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2115] ioctl(fd=259, cmd=0x400c092e, arg=0xb5d5e000) = -1 (Not a typewriter)
[child1:4740] [2116] ioctl(fd=259, cmd=0xc00c092f, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2117] ioctl(fd=259, cmd=0x40040914, arg=0x854b2301) = -1 (Bad address)
[child1:4740] [2118] ioctl(fd=259, cmd=0xc01c0915, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2119] ioctl(fd=259, cmd=0xc0080935, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2120] ioctl(fd=259, cmd=0xc0280936, arg=0xb4f5e000) = -1 (Invalid argument)
[child1:4740] [2121] ioctl(fd=259, cmd=0x400c0907, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2122] ioctl(fd=259, cmd=0x40100939, arg=0xdf3feff3) = -1 (Bad address)
[child1:4740] [2123] ioctl(fd=259, cmd=0x800c0912, arg=0x0) = -1 (Bad address)
[child1:4740] [2124] ioctl(fd=259, cmd=0x400c092e, arg=0x88ef37e4) = -1 (Bad address)
[child1:4740] [2125] ioctl(fd=259, cmd=0xc0100920, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2126] ioctl(fd=259, cmd=0x400c0907, arg=0x1fe00001) = -1 (Bad address)
[child1:4740] [2127] ioctl(fd=259, cmd=0xc0080911, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2128] ioctl(fd=259, cmd=0xc0080913, arg=0xb4f5e000) = 0
[child1:4740] [2129] ioctl(fd=259, cmd=0xc00c0902, arg=0xfffffff) = -1 (Bad address)
[child1:4740] [2130] ioctl(fd=259, cmd=0xc00c0916, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2131] ioctl(fd=259, cmd=0x400c0932, arg=0xc0008000) = -1 (Bad address)
[child1:4740] [2132] ioctl(fd=259, cmd=0x40040914, arg=0xb6b5e000) = -1 (Invalid argument)
[child1:4740] [2133] ioctl(fd=259, cmd=0x400c092e, arg=0xb6b5e000) = -1 (Not a typewriter)
[child1:4740] [2134] ioctl(fd=259, cmd=0xc01c0934, arg=0xb655e000) = 0
[child1:4740] [2135] ioctl(fd=259, cmd=0xc01c0934, arg=0xc0008000) = -1 (Bad address)
